dinner_max_price,dinner_start_price,lunch_max_price,lunch_start_price,rating
4999,4000,0,0,3.37
4999,4000,0,0,3.41
2999,2000,1999,1000,3.09
2999,2000,1999,1000,3.33
9999,8000,0,0,3.50
2999,2000,1999,1000,3.45
9999,8000,1999,1000,3.32
14999,10000,0,0,3.44
5999,5000,999,999,3.34
19999,15000,5999,5000,3.36
7999,6000,0,0,3.07
2999,2000,0,0,3.04
4999,4000,1999,1000,3.52
29999,20000,0,0,3.34
3999,3000,1999,1000,3.19
3999,3000,1999,1000,3.61
29999,20000,29999,20000,3.37
3999,3000,2999,2000,3.33
4999,4000,1999,1000,3.28
14999,10000,0,0,3.25
29999,20000,0,0,3.23
4999,4000,0,0,3.40
2999,2000,0,0,3.29
5999,5000,1999,1000,3.43
14999,10000,3999,3000,3.09
4999,4000,0,0,3.25
19999,15000,0,0,3.27
9999,8000,999,999,3.08
9999,8000,0,0,3.15
7999,6000,1999,1000,3.09
2999,2000,0,0,3.18
14999,10000,0,0,3.54
14999,10000,1999,1000,3.25
5999,5000,1999,1000,3.49
7999,6000,0,0,3.27
4999,4000,999,999,3.20
2999,2000,1999,1000,3.40
3999,3000,999,999,3.15
5999,5000,0,0,3.08
3999,3000,999,999,3.06
4999,4000,0,0,3.09
14999,10000,0,0,3.09
3999,3000,999,999,3.14
19999,15000,0,0,3.31
3999,3000,999,999,3.08
1999,1000,999,999,3.46
0,0,4999,4000,3.59
4999,4000,999,999,3.16
5999,5000,1999,1000,3.15
14999,10000,7999,6000,3.41
4999,4000,1999,1000,3.05
3999,3000,1999,1000,3.06
14999,10000,3999,3000,3.65
4999,4000,999,999,3.07
7999,6000,2999,2000,3.35
3999,3000,2999,2000,3.42
3999,3000,0,0,3.47
4999,4000,0,0,3.14
19999,15000,14999,10000,3.09
3999,3000,2999,2000,3.36
7999,6000,2999,2000,3.28
14999,10000,4999,4000,3.26
2999,2000,1999,1000,3.04
14999,10000,0,0,3.08
4999,4000,1999,1000,3.19
5999,5000,1999,1000,3.38
14999,10000,1999,1000,3.50
7999,6000,2999,2000,3.44
3999,3000,1999,1000,3.03
7999,6000,1999,1000,3.20
3999,3000,0,0,3.18
3999,3000,999,999,3.06
29999,20000,0,0,3.02
5999,5000,3999,3000,3.06
7999,6000,1999,1000,3.56
2999,2000,0,0,3.07
3999,3000,1999,1000,3.24
7999,6000,1999,1000,3.22
7999,6000,2999,2000,3.50
1999,1000,999,999,3.49
9999,8000,1999,1000,3.51
3999,3000,999,999,3.08
9999,8000,0,0,3.38
7999,6000,2999,2000,3.28
2999,2000,1999,1000,3.20
3999,3000,999,999,3.22
3999,3000,0,0,3.54
19999,15000,0,0,3.02
14999,10000,3999,3000,3.16
5999,5000,0,0,3.21
29999,20000,29999,20000,3.04
9999,8000,1999,1000,3.31
14999,10000,0,0,3.10
19999,15000,9999,8000,3.44
4999,4000,0,0,3.07
2999,2000,0,0,3.04
2999,2000,1999,1000,3.02
29999,20000,0,0,3.09
2999,2000,0,0,3.48
14999,10000,0,0,3.08
2999,2000,1999,1000,3.39
3999,3000,999,999,3.21
3999,3000,999,999,3.07
9999,8000,2999,2000,3.33
9999,8000,0,0,3.40
7999,6000,2999,2000,3.17
4999,4000,999,999,3.26
3999,3000,0,0,3.11
4999,4000,0,0,3.04
3999,3000,999,999,3.13
19999,15000,19999,15000,3.08
5999,5000,2999,2000,3.07
2999,2000,999,999,3.04
4999,4000,0,0,3.19
3999,3000,1999,1000,3.48
19999,15000,0,0,3.41
2999,2000,1999,1000,3.22
4999,4000,1999,1000,3.34
14999,10000,2999,2000,3.52
4999,4000,999,999,3.28
2999,2000,0,0,3.53
5999,5000,999,999,3.36
3999,3000,0,0,3.16
5999,5000,2999,2000,3.04
3999,3000,3999,3000,3.39
3999,3000,999,999,3.23
29999,20000,5999,5000,3.34
9999,8000,1999,1000,3.40
14999,10000,1999,1000,3.56
9999,8000,0,0,3.08
2999,2000,999,999,3.26
9999,8000,4999,4000,3.74
3999,3000,2999,2000,3.41
3999,3000,1999,1000,3.49
5999,5000,0,0,3.52
4999,4000,2999,2000,3.31
14999,10000,0,0,3.42
3999,3000,999,999,3.40
3999,3000,0,0,3.04
5999,5000,1999,1000,3.55
14999,10000,3999,3000,3.17
19999,15000,0,0,3.61
2999,2000,0,0,3.15
14999,10000,0,0,3.34
14999,10000,3999,3000,3.09
4999,4000,0,0,3.08
3999,3000,0,0,3.05
3999,3000,1999,1000,3.13
14999,10000,14999,10000,3.12
3999,3000,999,999,3.47
29999,20000,29999,20000,3.26
3999,3000,0,0,3.45
5999,5000,3999,3000,3.49
5999,5000,0,0,3.36
3999,3000,1999,1000,3.16
5999,5000,1999,1000,3.08
14999,10000,0,0,3.07
4999,4000,1999,1000,3.40
5999,5000,0,0,3.27
14999,10000,0,0,3.07
7999,6000,0,0,3.71
3999,3000,999,999,3.05
3999,3000,1999,1000,3.13
3999,3000,1999,1000,3.49
19999,15000,0,0,3.63
5999,5000,2999,2000,3.03
5999,5000,1999,1000,3.07
3999,3000,0,0,3.05
9999,8000,19999,15000,3.31
5999,5000,2999,2000,3.11
4999,4000,1999,1000,3.40
4999,4000,2999,2000,3.12
