dinner_max_price,dinner_start_price,lunch_max_price,lunch_start_price,rating
999,999,999,999,3.50
1999,1000,999,999,3.02
999,999,999,999,3.54
0,0,999,999,3.33
0,0,999,999,3.61
999,999,999,999,3.38
999,999,999,999,3.32
0,0,1999,1000,3.31
999,999,999,999,3.43
0,0,999,999,3.36
999,999,999,999,3.47
999,999,999,999,3.49
1999,1000,1999,1000,3.55
1999,1000,999,999,3.45
999,999,999,999,3.25
999,999,999,999,3.42
1999,1000,0,0,3.24
999,999,999,999,3.53
1999,1000,1999,1000,3.17
0,0,999,999,3.23
0,0,1999,1000,3.44
999,999,999,999,3.49
1999,1000,999,999,3.05
0,0,999,999,3.42
0,0,999,999,3.32
999,999,999,999,3.38
999,999,1999,1000,3.02
999,999,999,999,3.70
0,0,999,999,3.13
999,999,999,999,3.37
999,999,999,999,3.37
1999,1000,1999,1000,3.77
999,999,999,999,3.19
999,999,1999,1000,3.50
999,999,999,999,3.41
999,999,999,999,3.19
999,999,999,999,3.69
0,0,999,999,3.13
999,999,999,999,3.17
999,999,999,999,3.12
999,999,999,999,3.07
0,0,999,999,3.22
0,0,999,999,3.02
999,999,999,999,3.38
1999,1000,0,0,3.19
999,999,1999,1000,3.67
999,999,999,999,3.54
999,999,999,999,3.23
0,0,999,999,3.11
1999,1000,1999,1000,3.17
0,0,1999,1000,3.20
1999,1000,999,999,3.58
9999,8000,1999,1000,3.09
1999,1000,999,999,3.32
0,0,1999,1000,3.29
0,0,999,999,3.19
2999,2000,1999,1000,3.26
999,999,999,999,3.34
999,999,999,999,3.38
999,999,999,999,3.05
999,999,999,999,3.45
999,999,999,999,3.14
999,999,999,999,3.14
1999,1000,1999,1000,3.38
0,0,999,999,3.19
1999,1000,1999,1000,3.26
1999,1000,999,999,3.07
999,999,999,999,3.47
999,999,999,999,3.41
0,0,999,999,3.36
999,999,999,999,3.23
999,999,999,999,3.57
1999,1000,999,999,3.11
999,999,999,999,3.16
999,999,999,999,3.46
999,999,999,999,3.01
999,999,999,999,3.26
0,0,999,999,3.18
999,999,999,999,3.03
999,999,999,999,3.39
0,0,999,999,3.23
0,0,999,999,3.34
999,999,999,999,3.33
1999,1000,1999,1000,3.08
0,0,999,999,3.37
999,999,999,999,3.56
0,0,999,999,3.49
999,999,999,999,3.34
1999,1000,999,999,3.17
0,0,999,999,3.37
0,0,999,999,3.17
999,999,999,999,3.27
999,999,999,999,3.51
999,999,999,999,3.36
1999,1000,1999,1000,3.01
999,999,999,999,3.42
1999,1000,999,999,3.08
1999,1000,999,999,3.18
999,999,999,999,3.26
999,999,999,999,3.34
3999,3000,1999,1000,3.18
0,0,999,999,3.17
1999,1000,1999,1000,3.17
999,999,999,999,3.03
999,999,999,999,3.70
999,999,999,999,3.15
1999,1000,1999,1000,3.08
0,0,999,999,3.31
0,0,999,999,3.05
1999,1000,1999,1000,3.50
0,0,999,999,3.56
999,999,1999,1000,3.73
999,999,999,999,3.45
999,999,999,999,3.05
0,0,999,999,3.50
999,999,999,999,3.41
2999,2000,0,0,3.44
999,999,999,999,3.19
999,999,999,999,3.52
2999,2000,999,999,3.47
999,999,999,999,3.64
0,0,999,999,3.05
0,0,999,999,3.22
999,999,999,999,3.04
999,999,999,999,3.27
999,999,999,999,3.42
999,999,999,999,3.28
999,999,0,0,3.21
1999,1000,999,999,3.05
0,0,999,999,3.07
1999,1000,1999,1000,3.69
999,999,0,0,3.12
999,999,999,999,3.54
