dinner_max_price,dinner_start_price,lunch_max_price,lunch_start_price,rating
1999,1000,999,999,3.59
0,0,999,999,3.15
3999,3000,999,999,3.44
1999,1000,999,999,3.09
2999,2000,999,999,3.00
2999,2000,999,999,3.54
2999,2000,0,0,3.05
3999,3000,0,0,3.08
3999,3000,999,999,3.07
4999,4000,999,999,3.05
1999,1000,999,999,3.30
3999,3000,999,999,3.35
3999,3000,0,0,3.10
3999,3000,0,0,3.43
4999,4000,1999,1000,3.09
2999,2000,999,999,3.04
2999,2000,0,0,3.04
999,999,999,999,3.07
3999,3000,1999,1000,3.32
2999,2000,1999,1000,3.02
999,999,999,999,3.69
1999,1000,999,999,3.50
3999,3000,999,999,3.44
1999,1000,999,999,3.54
999,999,999,999,3.42
1999,1000,999,999,3.08
1999,1000,0,0,3.06
1999,1000,999,999,3.18
1999,1000,999,999,3.37
3999,3000,0,0,3.35
1999,1000,999,999,3.09
2999,2000,1999,1000,3.42
999,999,999,999,3.62
999,999,999,999,3.49
999,999,999,999,3.41
999,999,999,999,3.44
999,999,999,999,3.08
999,999,999,999,3.05
1999,1000,999,999,3.03
1999,1000,999,999,3.09
1999,1000,999,999,3.31
2999,2000,1999,1000,3.08
2999,2000,999,999,3.03
999,999,0,0,3.02
3999,3000,1999,1000,3.12
999,999,999,999,3.59
3999,3000,999,999,3.21
5999,5000,1999,1000,3.33
999,999,999,999,3.19
2999,2000,999,999,3.39
1999,1000,999,999,3.25
999,999,999,999,3.51
7999,6000,2999,2000,3.13
999,999,999,999,3.63
999,999,999,999,3.66
999,999,999,999,3.53
0,0,999,999,3.29
2999,2000,0,0,3.57
999,999,999,999,3.68
2999,2000,999,999,3.40
999,999,999,999,3.20
999,999,999,999,3.43
1999,1000,999,999,3.58
999,999,0,0,3.60
999,999,999,999,3.43
2999,2000,0,0,3.42
1999,1000,1999,1000,3.56
2999,2000,0,0,3.24
1999,1000,999,999,3.31
1999,1000,1999,1000,3.08
2999,2000,999,999,3.22
9999,8000,0,0,3.53
5999,5000,1999,1000,3.52
3999,3000,0,0,3.01
4999,4000,999,999,3.17
3999,3000,999,999,3.49
2999,2000,0,0,3.01
2999,2000,0,0,3.12
3999,3000,2999,2000,3.22
2999,2000,999,999,3.24
2999,2000,0,0,3.02
1999,1000,999,999,3.09
1999,1000,999,999,3.60
9999,8000,999,999,3.40
999,999,999,999,3.23
0,0,999,999,3.33
1999,1000,999,999,3.25
1999,1000,999,999,3.48
3999,3000,1999,1000,3.45
1999,1000,1999,1000,3.03
999,999,999,999,3.06
1999,1000,1999,1000,3.17
2999,2000,1999,1000,3.74
1999,1000,999,999,3.00
999,999,999,999,3.29
3999,3000,0,0,3.21
999,999,999,999,3.68
999,999,999,999,3.06
999,999,999,999,3.11
999,999,999,999,3.29
1999,1000,999,999,3.56
1999,1000,999,999,3.13
999,999,999,999,3.05
999,999,999,999,3.65
1999,1000,999,999,3.06
2999,2000,1999,1000,3.28
1999,1000,999,999,3.40
999,999,999,999,3.18
0,0,999,999,3.73
2999,2000,999,999,3.23
7999,6000,0,0,3.15
2999,2000,999,999,3.56
999,999,999,999,3.01
999,999,999,999,3.03
999,999,0,0,3.44
2999,2000,999,999,3.24
1999,1000,1999,1000,3.54
999,999,999,999,3.21
1999,1000,999,999,3.42
999,999,999,999,3.30
2999,2000,999,999,3.26
999,999,999,999,3.15
2999,2000,999,999,3.18
999,999,999,999,3.06
2999,2000,0,0,3.02
2999,2000,2999,2000,3.08
1999,1000,999,999,3.49
999,999,999,999,3.41
999,999,999,999,3.02
999,999,999,999,3.40
3999,3000,999,999,3.27
1999,1000,999,999,3.40
999,999,999,999,3.04
1999,1000,999,999,3.27
999,999,999,999,3.58
999,999,0,0,3.15
2999,2000,1999,1000,3.36
999,999,999,999,3.05
999,999,999,999,3.15
0,0,999,999,3.07
999,999,999,999,3.03
1999,1000,999,999,3.30
1999,1000,999,999,3.02
